DRG Definition,Provider ID,Provider Name,Provider City,Provider State,Provider Zip Code,Hospital Ownership,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,region cat,region cat num,income cat,income cat num,Median Home Value,median Household Income,Population,Population Density,Major City,State_y,Mortality national comparison_y,Safety of care national comparison_y,Readmission national comparison_y,Patient experience national comparison_y,Effectiveness of care national comparison_y,Timeliness of care national comparison_y,Efficient use of medical imaging national comparison_y,Hospital overall rating,Mortality national comparison_x,Safety of care national comparison_x,Readmission national comparison_x,Patient experience national comparison_x,Effectiveness of care national comparison_x,Timeliness of care national comparison_x,Efficient use of medical imaging national comparison_x,Hospital Type,Hospital Referral Region (HRR) Description,Hospital Name
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50054,SAN GORGONIO MEMORIAL HOSPITAL,BANNING,CA,92220,Government - Hospital District or Authority,17,53678.35,13507.41,12201.29,rural,1.0,low income,1.0,161400.0,39291.0,31638.0,255.0,Banning,CA,2.0,2.0,2.0,1.0,2.0,1.0,,2,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - San Bernardino,SAN GORGONIO MEMORIAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,VACAVILLE,CA,95688,Proprietary,35,53199.49,23289.26,11540.43,rural,1.0,middle income,2.0,348600.0,79452.0,34379.0,423.0,Vacaville,CA,,3.0,,2.0,2.0,,,4,Not Available,Above the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Contra Costa County,KAISER FOUNDATION HOSPITAL - VACAVILLE
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50057,KAWEAH DELTA MEDICAL CENTER,VISALIA,CA,93291,Government - Hospital District or Authority,295,52226.8,17519.57,15066.24,rural,1.0,middle income,2.0,216400.0,52546.0,52849.0,624.0,Visalia,CA,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Bakersfield,KAWEAH DELTA MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,SACRAMENTO,CA,95825,Voluntary non-profit - Private,32,51838.75,25186.56,8982.56,suburban,2.0,low income,1.0,215900.0,37605.0,31084.0,6576.0,Sacramento,CA,2.0,2.0,2.0,1.0,2.0,,,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Sacramento,KAISER FOUNDATION HOSPITAL - SACRAMENTO
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50710,KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,CA,93720,Voluntary non-profit - Private,15,51600.73,21990.27,9717.07,suburban,2.0,middle income,2.0,266300.0,75200.0,45191.0,4538.0,Fresno,CA,,2.0,,2.0,2.0,,,4,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Fresno,KAISER FOUNDATION HOSPITAL - FRESNO
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,SAN LEANDRO,CA,94577,Voluntary non-profit - Private,86,50020.22,40762.49,4878.42,suburban,2.0,middle income,2.0,378200.0,63388.0,45560.0,5591.0,San Leandro,CA,,2.0,,2.0,2.0,,,3,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Alameda County,KAISER FOUNDATION HOSPITAL - SAN LEANDRO
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50350,BEVERLY HOSPITAL,MONTEBELLO,CA,90640,Voluntary non-profit - Private,17,49694.88,17562.47,16332.12,urban,3.0,middle income,2.0,385200.0,47438.0,62549.0,7367.0,Montebello,CA,3.0,3.0,2.0,1.0,2.0,1.0,,4,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - Los Angeles,BEVERLY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,REDWOOD CITY,CA,94063,Voluntary non-profit - Other,11,49212.45,40871.09,2680.55,suburban,2.0,middle income,2.0,453300.0,52818.0,30949.0,4539.0,Redwood City,CA,,3.0,,3.0,2.0,,,4,Not Available,Above the national average,Not Available,Above the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - San Mateo County,KAISER FOUNDATION HOSPITAL - REDWOOD CITY
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,ANTIOCH,CA,94531,Proprietary,61,49137.2,32762.74,8468.16,suburban,2.0,middle income,2.0,272700.0,87927.0,40290.0,3678.0,Antioch,CA,,2.0,2.0,2.0,2.0,,,3,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Contra Costa County,KAISER FOUNDATION HOSPITAL - ANTIOCH
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50279,HI-DESERT MEDICAL CENTER,JOSHUA TREE,CA,92252,Government - Hospital District or Authority,14,48773.07,17965.14,16753.14,rural,1.0,low income,1.0,125500.0,42338.0,9647.0,107.0,Joshua Tree,CA,2.0,2.0,1.0,1.0,2.0,1.0,,1,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - Palm Springs/Rancho Mi,HI-DESERT MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50674,KAISER FOUNDATION HOSP SO SACRAMENTO,SACRAMENTO,CA,95823,Voluntary non-profit - Other,25,48339.84,22351.04,12411.08,urban,3.0,low income,1.0,144100.0,37931.0,73985.0,6268.0,Sacramento,CA,2.0,3.0,1.0,2.0,2.0,,,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Sacramento,KAISER FOUNDATION HOSP SO SACRAMENTO
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,SANTA ROSA,CA,95403,Voluntary non-profit - Other,52,48087.23,42280.88,6408.44,suburban,2.0,middle income,2.0,346800.0,60394.0,45164.0,2052.0,Santa Rosa,CA,,2.0,,3.0,2.0,,,4,Not Available,Same as the national average,Not Available,Above the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Santa Rosa,KAISER FOUNDATION HOSPITAL-SANTA ROSA
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,ROSEVILLE,CA,95661,Voluntary non-profit - Private,61,47785.89,24610.49,9435.89,suburban,2.0,middle income,2.0,332300.0,69703.0,29791.0,3309.0,Roseville,CA,,3.0,,2.0,2.0,,,4,Not Available,Above the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Sacramento,KAISER FOUNDATION HOSPITAL - ROSEVILLE
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50604,KAISER FOUNDATION HOSPITAL-SAN JOSE,SAN JOSE,CA,95119,Voluntary non-profit - Other,18,47543.0,34367.33,5665.61,suburban,2.0,middle income,2.0,490500.0,109745.0,9970.0,3524.0,San Jose,CA,2.0,3.0,2.0,1.0,2.0,,,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - San Jose,KAISER FOUNDATION HOSPITAL-SAN JOSE
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50376,LAC/HARBOR-UCLA MED CENTER,TORRANCE,CA,90502,Government - Local,26,46836.04,37920.81,35150.81,suburban,2.0,middle income,2.0,340500.0,63721.0,18010.0,8059.0,Torrance,CA,2.0,2.0,1.0,1.0,1.0,1.0,,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Not Available,Acute Care Hospitals,CA - Los Angeles,LAC/HARBOR-UCLA MED CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,CA,95051,Voluntary non-profit - Other,31,46808.19,31493.61,7625.77,urban,3.0,middle income,2.0,619600.0,100504.0,54327.0,8159.0,Santa Clara,CA,,2.0,,2.0,2.0,,,3,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - San Jose,KAISER FOUNDATION HOSPITAL-SANTA CLARA
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SOUTH SAN FRANCISCO,CA,94080,Voluntary non-profit - Private,23,46682.83,30709.61,6656.3,urban,3.0,middle income,2.0,586400.0,77058.0,63975.0,6224.0,South San Francisco,CA,,2.0,,2.0,2.0,,,4,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - San Mateo County,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50030,OROVILLE HOSPITAL,OROVILLE,CA,95966,Voluntary non-profit - Private,55,43789.4,15967.35,14656.95,rural,1.0,low income,1.0,158300.0,42555.0,30643.0,166.0,Oroville,CA,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Chico,OROVILLE HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50726,STANISLAUS SURGICAL HOSPITAL,MODESTO,CA,95355,Proprietary,196,42996.62,14764.68,13235.09,urban,3.0,middle income,2.0,195400.0,55049.0,58311.0,6145.0,Modesto,CA,,,3.0,3.0,3.0,,,5,Not Available,Not Available,Above the national average,Above the national average,Above the national average,Not Available,Not Available,Acute Care Hospitals,CA - Modesto,STANISLAUS SURGICAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,CA,90027,Voluntary non-profit - Other,21,42433.05,19523.0,10865.0,suburban,2.0,middle income,2.0,793200.0,47993.0,45151.0,5464.0,Los Angeles,CA,,3.0,2.0,1.0,2.0,,,3,Not Available,Above the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Los Angeles,KAISER FOUNDATION HOSPITAL - LOS ANGELES
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50315,KERN MEDICAL CENTER,BAKERSFIELD,CA,93306,Voluntary non-profit - Other,47,42149.53,27378.11,26022.98,rural,1.0,middle income,2.0,146000.0,54126.0,64587.0,733.0,Bakersfield,CA,,2.0,,1.0,1.0,1.0,2.0,2,Not Available,Same as the national average,Not Available,Below the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Bakersfield,KERN MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,Voluntary non-profit - Other,30,35162.63,25322.1,9660.33,suburban,2.0,middle income,2.0,374700.0,58217.0,43497.0,9559.0,Downey,CA,,2.0,,1.0,2.0,,,3,Not Available,Same as the national average,Not Available,Below the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Los Angeles,KAISER FOUNDATION HOSPITAL - DOWNEY
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50515,KAISER FOUNDATION HOSPITAL - ZION,SAN DIEGO,CA,92120,Voluntary non-profit - Private,42,34957.83,21933.24,8616.67,suburban,2.0,middle income,2.0,455800.0,81000.0,26317.0,3954.0,San Diego,CA,,2.0,,1.0,2.0,,,3,Not Available,Same as the national average,Not Available,Below the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - San Diego,KAISER FOUNDATION HOSPITAL - ZION
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,WOODLAND HILLS,CA,91367,Voluntary non-profit - Private,16,33241.38,26590.38,7963.44,suburban,2.0,middle income,2.0,552000.0,76548.0,39499.0,5308.0,Woodland Hills,CA,,2.0,,3.0,2.0,,,4,Not Available,Same as the national average,Not Available,Above the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Los Angeles,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,HARBOR CITY,CA,90710,Voluntary non-profit - Other,15,32999.8,23803.8,8180.87,suburban,2.0,middle income,2.0,400400.0,54065.0,25457.0,10797.0,Harbor City,CA,,2.0,,2.0,2.0,,,4,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Los Angeles,KAISER FOUNDATION HOSPITAL - SOUTH BAY
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,BALDWIN PARK,CA,91706,Voluntary non-profit - Other,25,30460.36,27365.92,6700.28,urban,3.0,middle income,2.0,285500.0,51232.0,76571.0,5699.0,Baldwin Park,CA,,2.0,,3.0,2.0,,,4,Not Available,Same as the national average,Not Available,Above the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Los Angeles,KAISER FOUNDATION HOSPITAL - BALDWIN PARK
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,ANAHEIM,CA,92806,Voluntary non-profit - Other,33,27126.3,61857.42,6252.18,suburban,2.0,middle income,2.0,416100.0,59315.0,37173.0,4810.0,Anaheim,CA,,2.0,,3.0,2.0,,,5,Not Available,Same as the national average,Not Available,Above the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Orange County,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,PANORAMA CITY,CA,91402,Voluntary non-profit - Private,19,24429.32,27005.58,6012.37,urban,3.0,low income,1.0,279100.0,40186.0,69817.0,18733.0,Panorama City,CA,,2.0,,2.0,2.0,,,3,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Acute Care Hospitals,CA - Los Angeles,KAISER FOUNDATION HOSPITAL - PANORAMA CITY
