,DRG Definition,Provider ID,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Hospital Name,Zipcode,Score,Score Range,Rank,Rank Range,Function,City,State_x,Score Percentile,Rank Percentile,Major City,State_y,Population,Population Density,Median Home Value,median Household Income
58,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,AZ - Phoenix,266,88316.56,14459.84,11570.08,SCOTTSDALE OSBORN MEDICAL CENTER,85251,2.0,3,12,34,Consumer Satisfaction,SCOTTSDALE,AZ,0.6666666666666666,0.35294117647058826,Scottsdale,AZ,34390.0,4676.0,227300.0,49111.0
59,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,AZ - Tucson,158,76279.13,18511.72,15312.25,CANYON VISTA MEDICAL CENTER,85635,1.7,3,2,34,Consumer Satisfaction,SIERRA VISTA,AZ,0.5666666666666667,0.05882352941176471,Sierra Vista,AZ,34727.0,486.0,167700.0,53510.0
60,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,AZ - Phoenix,74,92315.3,15800.23,13677.34,KINGMAN REGIONAL MEDICAL CENTER,86409,1.9,3,9,34,Consumer Satisfaction,KINGMAN,AZ,0.6333333333333333,0.2647058823529412,Kingman,AZ,26471.0,79.0,88500.0,32952.0
61,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,AZ - Sun City,340,59824.4,13552.16,11421.88,BANNER BOSWELL MEDICAL CENTER,85351,1.9,3,9,34,Consumer Satisfaction,SUN CITY,AZ,0.6333333333333333,0.2647058823529412,Sun City,AZ,27789.0,2566.0,113000.0,34613.0
62,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,AZ - Phoenix,176,64617.5,18069.34,16769.09,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,85901,2.0,3,13,34,Consumer Satisfaction,SHOW LOW,AZ,0.6666666666666666,0.38235294117647056,Show Low,AZ,17207.0,66.0,150500.0,38865.0
63,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,AZ - Mesa,129,63836.31,16321.09,13601.4,BANNER DESERT MEDICAL CENTER,85202,2.0,3,13,34,Consumer Satisfaction,MESA,AZ,0.6666666666666666,0.38235294117647056,Mesa,AZ,37275.0,5942.0,151700.0,42649.0
64,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,AZ - Tucson,53,50627.53,23136.55,21453.42,MT GRAHAM REGIONAL MEDICAL CENTER,85546,1.9,3,7,34,Consumer Satisfaction,SAFFORD,AZ,0.6333333333333333,0.2058823529411765,Safford,AZ,19677.0,29.0,119000.0,45662.0
65,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,AZ - Phoenix,238,106079.38,14117.07,12016.88,HAVASU REGIONAL MEDICAL CENTER,86403,1.7,3,2,34,Consumer Satisfaction,LAKE HAVASU CITY,AZ,0.5666666666666667,0.05882352941176471,Lake Havasu City,AZ,15802.0,1577.0,166200.0,39751.0
66,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,AZ - Phoenix,11,70913.09,14485.18,13176.82,ABRAZO SCOTTSDALE CAMPUS,85032,1.7,3,2,34,Consumer Satisfaction,PHOENIX,AZ,0.5666666666666667,0.05882352941176471,Phoenix,AZ,65485.0,5272.0,156100.0,48461.0
67,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,AZ - Tucson,520,79402.91,13545.65,11622.95,NORTHWEST MEDICAL CENTER,85741,1.8,3,4,34,Consumer Satisfaction,TUCSON,AZ,0.6,0.1176470588235294,Tucson,AZ,32998.0,3277.0,157900.0,51871.0
68,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30087,SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,AZ - Phoenix,443,83800.99,13818.35,10633.3,SCOTTSDALE SHEA MEDICAL CENTER,85260,2.0,3,13,34,Consumer Satisfaction,SCOTTSDALE,AZ,0.6666666666666666,0.38235294117647056,Scottsdale,AZ,36056.0,2482.0,360000.0,76522.0
69,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,AZ - Mesa,322,58814.22,13641.2,10972.47,BANNER BAYWOOD MEDICAL CENTER,85206,2.1,3,16,34,Consumer Satisfaction,MESA,AZ,0.7000000000000001,0.4705882352941176,Mesa,AZ,33154.0,3470.0,145400.0,45680.0
70,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,85206,AZ - Mesa,360,71204.42,13504.16,11343.25,ARIZONA SPINE AND JOINT HOSPITAL,85206,2.3,3,33,34,Consumer Satisfaction,MESA,AZ,0.7666666666666666,0.9705882352941176,Mesa,AZ,33154.0,3470.0,145400.0,45680.0
71,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,AZ - Phoenix,106,58430.63,15778.83,13121.06,BANNER THUNDERBIRD MEDICAL CENTER,85306,2.0,3,13,34,Consumer Satisfaction,GLENDALE,AZ,0.6666666666666666,0.38235294117647056,Glendale,AZ,24191.0,4318.0,148500.0,56321.0
72,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,AZ - Phoenix,217,91494.28,14286.11,11211.65,DEER VALLEY MEDICAL CENTER,85027,1.8,3,4,34,Consumer Satisfaction,PHOENIX,AZ,0.6,0.1176470588235294,Phoenix,AZ,37140.0,2642.0,128900.0,51919.0
73,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,AZ - Sun City,489,59582.2,13646.42,11653.93,BANNER DEL E WEBB MEDICAL CENTER,85375,2.0,3,14,34,Consumer Satisfaction,SUN CITY WEST,AZ,0.6666666666666666,0.4117647058823529,Sun City West,AZ,27703.0,1508.0,183700.0,47408.0
74,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30094,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,AZ - Phoenix,233,63305.0,15106.62,12652.12,ABRAZO ARROWHEAD CAMPUS,85308,1.8,3,3,34,Consumer Satisfaction,GLENDALE,AZ,0.6,0.08823529411764706,Glendale,AZ,63876.0,3682.0,198900.0,68796.0
75,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,NV - Las Vegas,66,147494.88,13742.67,12453.39,WESTERN ARIZONA REGIONAL MEDICAL CENTER,86442,1.8,3,5,34,Consumer Satisfaction,BULLHEAD CITY,AZ,0.6,0.14705882352941174,Bullhead City,AZ,33382.0,877.0,97400.0,36661.0
76,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,AZ - Phoenix,575,46468.57,16966.78,12449.35,MAYO CLINIC HOSPITAL,85054,2.3,3,28,34,Consumer Satisfaction,PHOENIX,AZ,0.7666666666666666,0.8235294117647058,Phoenix,AZ,5384.0,598.0,326400.0,67488.0
77,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,AZ - Phoenix,11,93863.27,14503.0,13199.73,ABRAZO WEST CAMPUS,85395,1.7,3,2,34,Consumer Satisfaction,GOODYEAR,AZ,0.5666666666666667,0.05882352941176471,Goodyear,AZ,25922.0,1809.0,259300.0,75271.0
78,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713,AZ - Tucson,13,58095.31,19246.46,17823.54,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,85713,1.7,3,1,34,Consumer Satisfaction,TUCSON,AZ,0.5666666666666667,0.029411764705882356,Tucson,AZ,50151.0,2117.0,91900.0,33459.0
79,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755,AZ - Tucson,426,86708.83,13233.47,11029.62,ORO VALLEY HOSPITAL,85755,1.8,3,6,34,Consumer Satisfaction,ORO VALLEY,AZ,0.6,0.17647058823529413,Tucson,AZ,15107.0,449.0,298300.0,75648.0
80,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,AZ - Phoenix,97,84358.84,17402.23,13429.99,BANNER ESTRELLA MEDICAL CENTER,85037,2.0,3,14,34,Consumer Satisfaction,PHOENIX,AZ,0.6666666666666666,0.4117647058823529,Phoenix,AZ,44771.0,5469.0,99600.0,47695.0
81,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,NV - Las Vegas,105,121429.72,14098.19,11807.54,VALLEY VIEW MEDICAL CENTER,86426,1.8,3,3,34,Consumer Satisfaction,FORT MOHAVE,AZ,0.6,0.08823529411764706,Fort Mohave,AZ,13863.0,383.0,147900.0,42562.0
82,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85296,AZ - Mesa,174,92324.93,13912.61,12105.7,MERCY GILBERT MEDICAL CENTER,85296,1.9,3,9,34,Consumer Satisfaction,GILBERT,AZ,0.6333333333333333,0.2647058823529412,Gilbert,AZ,36799.0,3250.0,220200.0,81710.0
83,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,AZ - Mesa,117,73350.9,15593.64,13619.64,"MOUNTAIN VISTA MEDICAL CENTER, LP",85209,1.7,3,1,34,Consumer Satisfaction,MESA,AZ,0.5666666666666667,0.029411764705882356,Mesa,AZ,37377.0,3377.0,164100.0,55136.0
84,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,AZ - Mesa,36,59390.22,15439.22,12044.53,BANNER GATEWAY MEDICAL CENTER,85234,2.0,3,14,34,Consumer Satisfaction,GILBERT,AZ,0.6666666666666666,0.4117647058823529,Gilbert,AZ,50014.0,4201.0,223100.0,76632.0
85,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,AZ - Phoenix,646,85439.9,13224.91,9696.27,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,85255,2.1,3,18,34,Consumer Satisfaction,SCOTTSDALE,AZ,0.7000000000000001,0.5294117647058824,Scottsdale,AZ,37270.0,426.0,586800.0,111042.0
86,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140,AZ - Mesa,42,72857.0,14432.29,12859.26,BANNER IRONWOOD MEDICAL CENTER,85140,2.0,3,14,34,Consumer Satisfaction,SAN TAN VALLEY,AZ,0.6666666666666666,0.4117647058823529,San Tan Valley,AZ,36711.0,1095.0,127600.0,54616.0
87,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,30131,O.A.S.I.S. HOSPITAL,750 NORTH 40TH STREET,PHOENIX,AZ,85008,AZ - Phoenix,1108,44131.05,13363.73,10557.22,OASIS HOSPITAL,85008,2.2,3,24,34,Consumer Satisfaction,PHOENIX,AZ,0.7333333333333334,0.7058823529411765,Phoenix,AZ,56145.0,5364.0,109100.0,32109.0
88,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,AR - Springdale,23,66797.22,13786.48,12592.22,SILOAM SPRINGS REGIONAL HOSPITAL,72761,2.1,3,18,34,Consumer Satisfaction,SILOAM SPRINGS,AR,0.7000000000000001,0.5294117647058824,Siloam Springs,AR,21211.0,186.0,124700.0,47779.0
89,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830,AR - Little Rock,37,23681.16,12664.19,10486.14,JOHNSON REGIONAL MEDICAL CENTER,72830,1.9,3,8,34,Consumer Satisfaction,CLARKSVILLE,AR,0.6333333333333333,0.2352941176470588,Clarksville,AR,14896.0,113.0,96500.0,30797.0
90,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40004,WASHINGTON REGIONAL MEDICAL CENTER,3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,AR,72703,AR - Springdale,391,44310.18,12455.4,9779.77,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,72703,2.1,3,16,34,Consumer Satisfaction,FAYETTEVILLE,AR,0.7000000000000001,0.4705882352941176,Fayetteville,AR,28261.0,633.0,191600.0,35759.0
91,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40152,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,72703,AR - Springdale,142,43443.87,10929.39,9126.47,PHYSICIANS' SPECIALTY HOSPITAL,72703,2.3,3,30,34,Consumer Satisfaction,FAYETTEVILLE,AR,0.7666666666666666,0.8823529411764706,Fayetteville,AR,28261.0,633.0,191600.0,35759.0
92,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40010,MERCY HOSPITAL NORTHWEST ARKANSAS,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758,AR - Springdale,194,33874.05,11831.28,9273.0,MERCY HOSPITAL NORTHWEST ARKANSAS,72758,2.1,3,18,34,Consumer Satisfaction,ROGERS,AR,0.7000000000000001,0.5294117647058824,Rogers,AR,33487.0,1101.0,166400.0,61539.0
93,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,AR - Little Rock,152,37145.49,12029.72,10149.38,WHITE COUNTY MEDICAL CENTER,72143,2.0,3,13,34,Consumer Satisfaction,SEARCY,AR,0.6666666666666666,0.38235294117647056,Searcy,AR,35169.0,115.0,124900.0,44949.0
94,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953,AR - Fort Smith,15,35583.27,12964.27,11736.0,MENA REGIONAL HEALTH SYSTEM,71953,2.0,3,13,34,Consumer Satisfaction,MENA,AR,0.6666666666666666,0.38235294117647056,Mena,AR,14882.0,23.0,86200.0,33139.0
95,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,AR - Little Rock,330,26916.64,15617.51,13128.18,UAMS MEDICAL CENTER,72205,1.9,3,8,34,Consumer Satisfaction,LITTLE ROCK,AR,0.6333333333333333,0.2352941176470588,Little Rock,AR,23000.0,2943.0,154600.0,47179.0
96,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,AR - Springdale,136,35511.27,11988.88,10736.08,NORTH ARKANSAS REGIONAL MEDICAL CENTER,72601,1.9,3,7,34,Consumer Satisfaction,HARRISON,AR,0.6333333333333333,0.2058823529411765,Harrison,AR,30163.0,82.0,105500.0,38345.0
97,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40020,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,AR,72401,AR - Jonesboro,273,20162.25,11683.78,9699.19,ST BERNARDS MEDICAL CENTER,72401,2.0,3,14,34,Consumer Satisfaction,JONESBORO,AR,0.6666666666666666,0.4117647058823529,Jonesboro,AR,53767.0,459.0,117500.0,34819.0
98,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40118,NEA BAPTIST MEMORIAL HOSPITAL,4800 EAST JOHNSON AVENUE,JONESBORO,AR,72401,AR - Jonesboro,305,31902.24,10795.84,9107.9,NEA BAPTIST MEMORIAL HOSPITAL,72401,2.1,3,21,34,Consumer Satisfaction,JONESBORO,AR,0.7000000000000001,0.6176470588235294,Jonesboro,AR,53767.0,459.0,117500.0,34819.0
99,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40022,NORTHWEST MEDICAL CENTER-SPRINGDALE,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,AR - Springdale,90,99798.64,12744.01,10443.1,NORTHWEST MEDICAL CENTER-SPRINGDALE,72764,1.8,3,5,34,Consumer Satisfaction,SPRINGDALE,AR,0.6,0.14705882352941174,Springdale,AR,50230.0,807.0,130600.0,37637.0
100,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,MO - Springfield,318,36352.84,11105.72,9724.5,BAXTER REGIONAL MEDICAL CENTER,72653,2.0,3,13,34,Consumer Satisfaction,MOUNTAIN HOME,AR,0.6666666666666666,0.38235294117647056,Mountain Home,AR,28560.0,129.0,126600.0,36430.0
101,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40029,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,CONWAY,AR,72034,AR - Little Rock,181,27567.94,11256.81,9730.72,CONWAY REGIONAL MEDICAL CENTER,72034,2.1,3,21,34,Consumer Satisfaction,CONWAY,AR,0.7000000000000001,0.6176470588235294,Conway,AR,44723.0,796.0,159000.0,52556.0
102,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,72117,AR - Little Rock,167,41871.14,11150.2,9094.45,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,72117,2.0,3,13,34,Consumer Satisfaction,NORTH LITTLE ROCK,AR,0.6666666666666666,0.38235294117647056,North Little Rock,AR,12684.0,229.0,73600.0,34813.0
103,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,AR - Jonesboro,29,25133.66,10910.97,9270.17,ARKANSAS METHODIST MEDICAL CENTER,72450,2.0,3,13,34,Consumer Satisfaction,PARAGOULD,AR,0.6666666666666666,0.38235294117647056,Paragould,AR,36033.0,126.0,104500.0,37884.0
104,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,AR - Little Rock,68,74360.38,12413.57,10205.51,ST MARYS REGIONAL MEDICAL CENTER,72801,1.7,3,2,34,Consumer Satisfaction,RUSSELLVILLE,AR,0.5666666666666667,0.05882352941176471,Russellville,AR,18685.0,2298.0,108700.0,29820.0
105,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,AR - Jonesboro,17,33329.82,12676.12,11442.47,FIVE RIVERS MEDICAL CENTER,72455,2.0,3,14,34,Consumer Satisfaction,POCAHONTAS,AR,0.6666666666666666,0.4117647058823529,Pocahontas,AR,12518.0,44.0,82800.0,37154.0
106,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,AR - Little Rock,54,24911.85,12699.04,11003.17,OUACHITA COUNTY MEDICAL CENTER,71701,1.9,3,8,34,Consumer Satisfaction,CAMDEN,AR,0.6333333333333333,0.2352941176470588,Camden,AR,20286.0,71.0,73500.0,31388.0
107,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,AR - Little Rock,109,55721.38,14501.41,12149.03,JEFFERSON REGIONAL MEDICAL CENTER,71603,1.9,3,9,34,Consumer Satisfaction,PINE BLUFF,AR,0.6333333333333333,0.2647058823529412,Pine Bluff,AR,34343.0,194.0,88600.0,40730.0
108,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ST,STUTTGART,AR,72160,AR - Little Rock,19,32173.26,14159.16,12844.63,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,72160,2.1,3,21,34,Consumer Satisfaction,STUTTGART,AR,0.7000000000000001,0.6176470588235294,Stuttgart,AR,10736.0,32.0,83700.0,39514.0
109,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,AR - Little Rock,76,80741.45,11723.79,9827.8,NATIONAL PARK MEDICAL CENTER,71901,1.9,3,7,34,Consumer Satisfaction,HOT SPRINGS,AR,0.6333333333333333,0.2058823529411765,Hot Springs National Park,AR,29491.0,286.0,110800.0,31323.0
110,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,AR - Little Rock,122,33853.25,11230.71,9584.02,SALINE MEMORIAL HOSPITAL,72015,1.9,3,7,34,Consumer Satisfaction,BENTON,AR,0.6333333333333333,0.2058823529411765,Benton,AR,27307.0,334.0,119700.0,45978.0
111,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120,AR - Little Rock,13,61095.92,11367.92,8688.92,ST VINCENT MEDICAL CENTER/NORTH,72120,2.0,3,12,34,Consumer Satisfaction,SHERWOOD,AR,0.6666666666666666,0.35294117647058826,Sherwood,AR,31610.0,629.0,147100.0,58821.0
112,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,CA - Alameda County,124,123435.65,20968.34,19424.04,ST ROSE HOSPITAL,94545,1.7,3,2,34,Consumer Satisfaction,HAYWARD,CA,0.5666666666666667,0.05882352941176471,Hayward,CA,29707.0,1379.0,339100.0,69488.0
113,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50006,ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,CA - Redding,94,112386.16,16975.63,15108.39,ST JOSEPH HOSPITAL,95501,1.7,3,1,34,Consumer Satisfaction,EUREKA,CA,0.5666666666666667,0.029411764705882356,Eureka,CA,23976.0,3403.0,248000.0,37600.0
114,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50007,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,CA - San Mateo County,178,86751.71,19981.7,17258.71,MILLS-PENINSULA MEDICAL CENTER,94010,2.1,3,21,34,Consumer Satisfaction,BURLINGAME,CA,0.7000000000000001,0.6176470588235294,Burlingame,CA,40737.0,3442.0,1000001.0,109775.0
