Provider ID,Hospital name,City,State,Payment,Lower estimate,Higher estimate,Payment category,Value of care display name,Value of care category
140018,MT SINAI HOSPITAL MEDICAL CENTER,CHICAGO,IL,"$17,851","$15,655","$20,180",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
140052,OSF SAINT ANTHONY'S HEALTH CENTER,ALTON,IL,"$24,484","$21,647","$27,667",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
140052,OSF SAINT ANTHONY'S HEALTH CENTER,ALTON,IL,"$16,587","$15,033","$18,262",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
140052,OSF SAINT ANTHONY'S HEALTH CENTER,ALTON,IL,"$17,402","$16,027","$18,761",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
140052,OSF SAINT ANTHONY'S HEALTH CENTER,ALTON,IL,"$22,800","$21,107","$24,654",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
140118,METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,"$24,864","$22,456","$27,850",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
140118,METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,"$16,818","$15,583","$18,178",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
140118,METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,"$18,551","$17,073","$20,022",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
140118,METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,"$23,109","$21,948","$24,319",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,OLYMPIA FIELDS,IL,"$24,411","$22,699","$26,241",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,OLYMPIA FIELDS,IL,"$17,656","$16,817","$18,618",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,OLYMPIA FIELDS,IL,"$18,785","$17,790","$19,816",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,OLYMPIA FIELDS,IL,"$27,708","$25,967","$29,500",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
140187,HSHS ST ELIZABETH'S HOSPITAL,O FALLON,IL,"$27,933","$25,762","$30,387",Greater Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Higher Payment
140187,HSHS ST ELIZABETH'S HOSPITAL,O FALLON,IL,"$19,007","$17,794","$20,288",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
140187,HSHS ST ELIZABETH'S HOSPITAL,O FALLON,IL,"$17,810","$16,751","$18,975",No Different Than the National Average Payment,Value of Care Pneumonia measure,Better Mortality and Average Payment
140187,HSHS ST ELIZABETH'S HOSPITAL,O FALLON,IL,"$22,437","$20,692","$24,346",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
140210,HARRISBURG MEDICAL CENTER,HARRISBURG,IL,"$15,417","$13,695","$17,451",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
140210,HARRISBURG MEDICAL CENTER,HARRISBURG,IL,"$16,343","$15,189","$17,469",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
141328,HARDIN COUNTY GENERAL HOSPITAL,ROSICLARE,IL,"$15,002","$13,147","$17,145",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
141328,HARDIN COUNTY GENERAL HOSPITAL,ROSICLARE,IL,"$16,534","$14,710","$18,466",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
141346,FAYETTE COUNTY HOSPITAL,VANDALIA,IL,"$15,636","$13,412","$18,076",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
141346,FAYETTE COUNTY HOSPITAL,VANDALIA,IL,"$16,100","$14,401","$17,715",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
141349,SPARTA COMMUNITY HOSPITAL,SPARTA,IL,"$17,237","$15,013","$20,004",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
141349,SPARTA COMMUNITY HOSPITAL,SPARTA,IL,"$17,953","$15,750","$20,207",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
150015,FRANCISCAN HEALTH MICHIGAN CITY,MICHIGAN CITY,IN,"$22,843","$21,150","$24,679",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
150015,FRANCISCAN HEALTH MICHIGAN CITY,MICHIGAN CITY,IN,"$16,585","$15,520","$17,789",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
150015,FRANCISCAN HEALTH MICHIGAN CITY,MICHIGAN CITY,IN,"$18,617","$17,418","$19,831",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
150015,FRANCISCAN HEALTH MICHIGAN CITY,MICHIGAN CITY,IN,"$21,479","$20,245","$22,749",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
150069,KING'S DAUGHTERS' HEALTH,MADISON,IN,"$17,400","$15,978","$18,935",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
150069,KING'S DAUGHTERS' HEALTH,MADISON,IN,"$16,535","$15,376","$17,720",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
150069,KING'S DAUGHTERS' HEALTH,MADISON,IN,"$17,258","$16,622","$17,936",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
160089,OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,"$25,409","$22,668","$28,446",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
160089,OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,"$17,458","$15,832","$19,280",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
160089,OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,"$20,647","$18,959","$22,292",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
160089,OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,"$21,123","$20,016","$22,304",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
161377,MERCY MEDICAL CENTER-CENTERVILLE,CENTERVILLE,IA,"$17,635","$15,409","$20,259",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
161377,MERCY MEDICAL CENTER-CENTERVILLE,CENTERVILLE,IA,"$17,931","$15,289","$20,532",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
170166,MORTON COUNTY HOSPITAL,ELKHART,KS,"$15,284","$13,207","$17,768",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
170166,MORTON COUNTY HOSPITAL,ELKHART,KS,"$16,015","$13,616","$18,523",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
171338,SABETHA COMMUNITY HOSPITAL,SABETHA,KS,"$18,449","$15,627","$21,272",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
171344,WILSON MEDICAL CENTER,NEODESHA,KS,"$17,903","$15,470","$20,587",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
171344,WILSON MEDICAL CENTER,NEODESHA,KS,"$20,613","$18,064","$23,167",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
171382,ATCHISON HOSPITAL,ATCHISON,KS,"$17,854","$15,532","$20,535",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
171382,ATCHISON HOSPITAL,ATCHISON,KS,"$19,270","$17,529","$20,970",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
171382,ATCHISON HOSPITAL,ATCHISON,KS,"$21,585","$20,090","$23,175",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
180010,SAINT JOSEPH HOSPITAL,LEXINGTON,KY,"$25,783","$23,973","$27,775",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180010,SAINT JOSEPH HOSPITAL,LEXINGTON,KY,"$18,483","$17,492","$19,481",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
180010,SAINT JOSEPH HOSPITAL,LEXINGTON,KY,"$19,932","$19,091","$20,775",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
180010,SAINT JOSEPH HOSPITAL,LEXINGTON,KY,"$19,474","$18,734","$20,249",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
180080,BAPTIST HEALTH CORBIN,CORBIN,KY,"$23,811","$21,596","$26,182",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180080,BAPTIST HEALTH CORBIN,CORBIN,KY,"$17,789","$16,338","$19,412",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180080,BAPTIST HEALTH CORBIN,CORBIN,KY,"$21,569","$20,464","$22,719",Greater Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Higher Payment
180080,BAPTIST HEALTH CORBIN,CORBIN,KY,"$22,682","$20,790","$24,718",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
190116,MOREHOUSE GENERAL HOSPITAL,BASTROP,LA,"$15,643","$13,763","$17,706",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
190116,MOREHOUSE GENERAL HOSPITAL,BASTROP,LA,"$17,735","$15,949","$19,539",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
190144,MINDEN MEDICAL CENTER,MINDEN,LA,"$24,167","$21,237","$27,372",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
190144,MINDEN MEDICAL CENTER,MINDEN,LA,"$17,441","$15,852","$19,092",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
190144,MINDEN MEDICAL CENTER,MINDEN,LA,"$18,067","$16,818","$19,372",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
190144,MINDEN MEDICAL CENTER,MINDEN,LA,"$27,233","$23,999","$30,803",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
190145,LASALLE GENERAL HOSPITAL,JENA,LA,"$16,022","$14,006","$18,418",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
190145,LASALLE GENERAL HOSPITAL,JENA,LA,"$14,958","$13,320","$16,574",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
191318,RIVERLAND MEDICAL CENTER,FERRIDAY,LA,"$20,652","$17,858","$23,545",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
191318,RIVERLAND MEDICAL CENTER,FERRIDAY,LA,"$19,214","$16,632","$21,662",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
200018,NORTHERN LIGHT A R GOULD HOSPITAL,PRESQUE ISLE,ME,"$21,126","$19,078","$23,423",Less Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Lower Payment
200018,NORTHERN LIGHT A R GOULD HOSPITAL,PRESQUE ISLE,ME,"$16,251","$14,774","$17,739",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
200018,NORTHERN LIGHT A R GOULD HOSPITAL,PRESQUE ISLE,ME,"$15,597","$14,169","$16,941",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
200018,NORTHERN LIGHT A R GOULD HOSPITAL,PRESQUE ISLE,ME,"$24,285","$21,915","$26,929",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
200033,EASTERN MAINE MEDICAL CENTER,BANGOR,ME,"$22,978","$21,933","$24,008",Less Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Lower Payment
200033,EASTERN MAINE MEDICAL CENTER,BANGOR,ME,"$16,283","$15,453","$17,141",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
200033,EASTERN MAINE MEDICAL CENTER,BANGOR,ME,"$17,529","$16,678","$18,404",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
200033,EASTERN MAINE MEDICAL CENTER,BANGOR,ME,"$21,421","$20,627","$22,246",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
220010,LAWRENCE GENERAL HOSPITAL,LAWRENCE,MA,"$26,827","$24,704","$29,165",Greater Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Higher Payment
220010,LAWRENCE GENERAL HOSPITAL,LAWRENCE,MA,"$18,334","$17,353","$19,356",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
220010,LAWRENCE GENERAL HOSPITAL,LAWRENCE,MA,"$19,193","$18,325","$20,098",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
220010,LAWRENCE GENERAL HOSPITAL,LAWRENCE,MA,"$23,379","$21,755","$25,217",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,"$24,866","$23,453","$26,451",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,"$16,655","$16,023","$17,274",No Different Than the National Average Payment,Value of Care Heart Failure measur,Better Mortality and Average Payment
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,"$17,774","$17,134","$18,407",No Different Than the National Average Payment,Value of Care Pneumonia measure,Better Mortality and Average Payment
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,"$23,090","$22,462","$23,752",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
